depth,temperature,conductivity,conductivity2,fluorescence,par,pH,oxygen,pressure,beamAttenuation,beamTransmission,oxygen2,flag,salinity,scan,SiteNum,Date
3.75,13.2784,230.809721,301.448,0.58609,262.76,NA,11.1769,3.677,0.5147,87.9283,103.92,0,2091490.4389404855,15,11,2020-08-25
4,13.2779,230.821621,301.5,0.54981,253.25,NA,11.3537,3.922,0.5144,87.9303,104.841,0,2091835.397327405,16,11,2020-08-25
4.25,13.276,230.883901,301.473,0.6197,241.33,NA,11.4966,4.168,0.5167,87.8817,104.374,0,2093544.8488336098,17,11,2020-08-25
4.5,13.2191,230.552627,300.955,0.64892,227.91,NA,11.595,4.414,0.514,87.9351,104.277,0,2093599.053939448,18,11,2020-08-25
4.75,13.0924,228.112968,298.463,0.67716,215.42,NA,11.6754,4.658,0.514,87.9718,104.743,0,2054102.4759478555,19,11,2020-08-25
5,12.9096,227.559159,300.236,0.71154,200.15,NA,11.7321,4.903,0.5144,87.9457,104.677,0,2065925.700829004,20,11,2020-08-25
5.25,12.638,226.372172,301.424,0.87956,191.35,NA,11.7028,5.148,0.5159,87.9277,103.974,0,2075118.0904513816,21,11,2020-08-25
5.5,12.0341,225.710663,304.981,0.85611,185.78,NA,11.5347,5.394,0.6482,84.9793,102.177,0,2143738.3359766006,22,11,2020-08-25
5.75,11.8805,222.275059,300.927,0.90553,174.89,NA,11.6088,5.639,0.6411,85.2037,102.804,0,2082133.139614163,23,11,2020-08-25
6,11.6253,219.927765,300.439,1.0392,164.68,NA,11.7244,5.883,0.665,84.6382,103.086,0,2061036.2293887802,24,11,2020-08-25
6.25,11.2288,218.020363,302.087,1.1197,153.26,NA,11.7842,6.129,0.6707,84.5785,102.709,0,2069983.5236328947,25,11,2020-08-25
6.5,10.8265,218.004944,305.46,1.1377,143.3,NA,11.7621,6.375,0.6929,84.0845,101.374,0,2126889.4082072494,26,11,2020-08-25
6.75,10.6528,217.784719,305.864,1.2429,136.98,NA,11.737,6.62,0.6914,84.0971,100.531,0,2146655.416691393,27,11,2020-08-25
7,10.5367,216.981347,305.235,1.3566,127.05,NA,11.8749,6.864,0.7005,83.9257,101.421,0,2143310.97708707,28,11,2020-08-25
7.25,10.2696,214.03824,303.963,1.353,118.54,NA,11.8331,7.11,0.7311,83.3022,100.912,0,2107655.7752756635,29,11,2020-08-25
7.5,10.0499,213.384037,304.611,1.3807,110.18,NA,11.7372,7.355,0.7339,83.2232,100.091,0,2123039.140655159,30,11,2020-08-25
7.75,9.9839,213.439076,305.062,1.3524,102.32,NA,11.6738,7.6,0.7362,83.2255,99.599,0,2134157.094195798,31,11,2020-08-25
8,9.9268,213.712798,305.579,1.3225,96.74,NA,11.7302,7.845,0.7267,83.3905,100.126,0,2149673.410262723,32,11,2020-08-25
8.25,9.8347,210.332498,300.872,1.4736,91.201,NA,11.7678,8.09,0.7149,83.6035,100.536,0,2076548.2845952578,33,11,2020-08-25
8.5,9.5832,207.688722,300.32,1.4413,84.83,NA,11.8283,8.335,0.7171,83.5967,101.161,0,2045531.2264701375,34,11,2020-08-25
8.75,9.2066,204.155356,299.021,1.3885,79.093,NA,11.8886,8.581,0.7188,83.5604,101.624,0,2009419.9892680773,35,11,2020-08-25
9,8.9117,202.334132,299.408,1.2801,73.854,NA,11.8762,8.825,0.7273,83.3879,101.462,0,2004773.3767909347,36,11,2020-08-25
2.5,20.8729,273.003786,297.527,0.83841,311.32,NA,9.0972,2.452,1.1472,75.0672,101.885,0,2021124.2183585858,2,1,2020-07-16
2.75,20.8847,272.980697,297.426,0.73486,289.73,NA,9.1137,2.697,1.156,74.9008,102.034,0,2019314.4379412883,3,1,2020-07-16
3,20.8815,272.972364,297.439,0.66552,267.25,NA,9.1725,2.943,1.1646,74.7356,102.638,0,2019527.7191046348,4,1,2020-07-16
3.25,20.8701,272.933869,297.471,0.88897,256.17,NA,9.1785,3.187,1.1565,74.8918,102.674,0,2020121.2645577695,5,1,2020-07-16
3.5,20.8638,272.953859,297.502,0.72519,242.41,NA,9.1488,3.433,1.1498,75.0196,102.261,0,2021233.020044848,6,1,2020-07-16
3.75,20.8621,272.884891,297.422,0.6127,219.42,NA,9.153,3.677,1.1477,75.0543,102.298,0,2020120.509795078,7,1,2020-07-16
4,20.8369,272.71487,297.422,0.73342,200.15,NA,9.2034,3.922,1.1444,75.121,102.814,0,2019820.1477931666,8,1,2020-07-16
4.25,20.7835,272.497593,297.59,0.64518,184.58,NA,9.1811,4.168,1.127,75.4479,102.351,0,2021902.1328285336,9,1,2020-07-16
4.5,20.7672,272.389986,297.536,0.74394,167.86,NA,9.2237,4.413,1.1174,75.6305,102.837,0,2021752.1293692533,10,1,2020-07-16
4.75,20.7181,272.218914,297.623,0.69549,154.78,NA,9.1758,4.658,1.1037,75.8919,102.304,0,2024217.5084339501,11,1,2020-07-16
5,20.6465,271.802445,297.737,0.69629,144.79,NA,9.1981,4.903,1.0884,76.1782,102.425,0,2024629.7724276313,12,1,2020-07-16
5.25,20.6066,271.246619,297.42,0.75735,133.91,NA,9.2623,5.149,1.0936,76.0781,102.077,0,2018671.6514795306,13,1,2020-07-16
5.5,20.5409,271.063395,297.61,0.72178,120.16,NA,9.3211,5.394,1.0879,76.1929,102.408,0,2022842.4826069134,14,1,2020-07-16
5.75,20.4518,270.057233,296.859,0.90236,110.7,NA,9.3929,5.639,1.0634,76.6337,102.81,0,2013994.0484046685,15,1,2020-07-16
6,20.3445,268.429263,295.806,0.76947,102.48,NA,9.3948,5.883,1.0582,76.7564,102.31,0,1995365.0967938162,16,1,2020-07-16
6.25,20.224,267.560561,296.063,0.75638,94.165,NA,9.3983,6.128,1.0547,76.8249,102.005,0,1992734.962784829,17,1,2020-07-16
6.5,19.8979,266.777334,296.923,0.61043,84.405,NA,9.6634,6.375,1.0719,76.5117,102.252,0,2015750.1246864905,18,1,2020-07-16
6.75,19.835,266.242036,296.837,0.53705,78.929,NA,9.7164,6.619,1.1113,75.7319,102.686,0,2012776.5890536748,19,1,2020-07-16
7,19.7301,265.330947,296.476,0.60528,73.694,NA,9.9941,6.865,1.117,75.6271,103.725,0,2007440.9948876838,20,1,2020-07-16
7.25,19.509,263.011146,295.528,0.62242,67.512,NA,10.1696,7.11,1.1394,75.2088,102.405,0,1988351.179821085,21,1,2020-07-16
7.5,19.2255,261.787936,296.078,0.69584,61.16,NA,10.6682,7.355,1.1837,74.4002,106.369,0,1997810.5816603447,22,1,2020-07-16
7.75,18.9607,259.521362,294.807,0.55219,55.303,NA,11.1339,7.6,1.2067,73.945,110.863,0,1984590.2170671658,23,1,2020-07-16
8,17.5432,250.478458,292.84,0.44,51.16,NA,11.1012,7.847,1.2583,73.0109,107.783,0,1972808.2690517397,24,1,2020-07-16
8.25,17.2078,242.213566,286.871,0.36668,47.05,NA,11.2967,8.091,1.2465,73.2217,110.429,0,1847318.147166743,25,1,2020-07-16
8.5,16.5973,239.985514,290.394,0.41634,43.882,NA,11.5811,8.336,1.2102,73.9361,112.787,0,1872862.839394352,26,1,2020-07-16
8.75,14.6452,235.222447,295.217,0.26698,37.202,NA,11.78,8.583,0.9775,78.2264,114.418,0,2010487.873856272,27,1,2020-07-16
9,14.9426,233.060434,290.897,0.29166,34.468,NA,11.8294,8.826,1.0602,76.8688,115.007,0,1926590.2576433506,28,1,2020-07-16
9.25,14.5531,229.219369,289.702,0.28339,32.959,NA,11.6905,9.07,1.1145,75.7197,113.85,0,1892397.3051769014,29,1,2020-07-16
2.75,21.0665,278.71701,302.485,0.64785,727.84,NA,9.2162,2.697,0.8912,80.03,103.296,0,2107828.8612423753,2,2,2020-07-16
3,21.0525,278.622208,302.442,0.61653,652.38,NA,9.2206,2.942,0.8976,79.8993,103.167,0,2107681.9879673375,3,2,2020-07-16
3.25,21.0275,278.537466,302.463,0.66263,665.68,NA,9.2124,3.187,0.8997,79.8594,102.705,0,2109060.8875593483,4,2,2020-07-16
3.5,20.9688,278.423939,302.657,0.7035,557.99,NA,9.276,3.433,0.8988,79.8939,103.168,0,2113968.7955045393,5,2,2020-07-16
3.75,20.9104,278.219486,302.766,0.69925,473.67,NA,9.3516,3.678,0.8966,79.9219,103.49,0,2117082.316513695,6,2,2020-07-16
4,20.6411,277.682052,304.132,0.7554,428.69,NA,9.3089,3.922,0.9346,79.1659,102.674,0,2139549.8418040574,7,2,2020-07-16
4.25,20.4152,277.122006,304.733,0.66702,374.33,NA,9.3584,4.167,0.9413,79.1398,102.378,0,2156494.9326714105,8,2,2020-07-16
4.5,20.3553,277.322015,305.784,0.75492,345.84,NA,9.3605,4.413,0.9715,78.4322,102.309,0,2168005.1077379705,9,2,2020-07-16
4.75,19.997,276.871174,307.624,0.78667,299.88,NA,9.4243,4.658,1.0616,76.6798,102.743,0,2204448.5046200845,10,2,2020-07-16
5,19.7704,275.663752,307.994,0.91885,278.39,NA,9.4568,4.905,1.0955,76.065,102.745,0,2208936.142188806,11,2,2020-07-16
5.25,19.7188,275.628038,308.23,0.78202,242.2,NA,9.4316,5.149,1.0942,76.0916,102.161,0,2214886.5545028676,12,2,2020-07-16
5.5,19.6522,275.280913,308.426,0.89024,209.86,NA,9.4177,5.393,1.152,74.9588,102.051,0,2216376.4243073487,13,2,2020-07-16
5.75,19.5031,275.811324,309.697,0.71702,187.07,NA,9.5845,5.639,1.1928,74.22,101.792,0,2246938.679239819,14,2,2020-07-16
6,19.4549,273.853373,307.873,0.78089,169.28,NA,9.6136,5.883,1.1887,74.294,101.982,0,2212514.8394044545,15,2,2020-07-16
6.25,19.1007,270.942208,306.58,0.73871,133.98,NA,9.8374,6.129,1.1877,74.309,102.396,0,2198156.9768059626,16,2,2020-07-16
6.5,18.5928,270.807718,310.792,0.65158,115.87,NA,10.3338,6.374,1.1754,74.5488,106.813,0,2262642.9044107306,17,2,2020-07-16
6.75,18.0908,269.271432,312.083,0.64081,97.973,NA,10.7097,6.62,1.1661,74.7143,110.343,0,2297961.4985409006,18,2,2020-07-16
7,17.49,258.182671,303.738,0.57535,83.778,NA,10.6297,6.866,1.217,73.7305,109.196,0,2139235.271151415,19,2,2020-07-16
7.25,16.9484,250.449152,298.512,1.321,74.542,NA,10.5889,7.11,1.2553,73.129,108.238,0,2045110.863834247,20,2,2020-07-16
7.5,16.7137,249.234342,298.598,1.0996,66.459,NA,10.7247,7.355,1.1088,75.8021,108.784,0,2049077.087792823,21,2,2020-07-16
7.75,16.5345,247.564375,297.671,1.001,57.432,NA,10.8576,7.6,0.9836,78.1898,108.961,0,2036388.2243190983,22,2,2020-07-16
8,16.3498,245.411467,296.637,0.66098,52.722,NA,10.9862,7.845,0.9614,78.649,109.468,0,2014103.7417344267,23,2,2020-07-16
8.25,15.8813,242.181997,296.142,0.63311,50.033,NA,11.3123,8.09,0.9628,78.5913,111.461,0,2004291.9443792533,24,2,2020-07-16
8.5,15.4163,238.868765,295.349,0.52509,49.437,NA,11.6073,8.336,0.9611,78.6053,112.609,0,1991834.5838921869,25,2,2020-07-16
8.75,14.9807,233.682947,292.06,0.5475,46.058,NA,11.7507,8.58,0.9193,79.405,113.008,0,1935156.5468248904,26,2,2020-07-16
9,14.4764,229.873755,291.472,0.63819,43.247,NA,11.8019,8.826,0.8463,80.875,112.706,0,1915670.594459573,27,2,2020-07-16
9.25,13.9839,227.706546,292.587,0.62042,45.586,NA,11.8418,9.071,0.6613,84.821,112.866,0,1929663.4595698307,28,2,2020-07-16
9.5,13.4792,225.667245,292.914,0.47189,56.812,NA,11.9297,9.317,0.5443,87.2826,113.271,0,1948200.8669142982,29,2,2020-07-16
9.75,13.3186,224.74843,293.366,0.54288,57.352,NA,11.935,9.56,0.5393,87.3793,113.075,0,1948149.9561449725,30,2,2020-07-16
10,13.0057,223.439966,293.771,0.53528,59.491,NA,11.9435,9.807,0.5128,87.9594,112.908,0,1958802.9342597765,31,2,2020-07-16
10.25,12.8817,222.493133,293.638,0.38745,52.821,NA,11.9199,10.052,0.4996,88.2727,112.557,0,1953375.324907997,32,2,2020-07-16
10.5,12.7713,222.168515,294.061,0.40683,46.725,NA,12.0028,10.296,0.499,88.2728,113.278,0,1960239.176578482,33,2,2020-07-16
10.75,12.7251,221.935077,294.141,0.43339,44.215,NA,11.9894,10.542,0.5031,88.1584,113.128,0,1960906.789771744,34,2,2020-07-16
11,12.6936,221.74697,294.135,0.46679,37.346,NA,11.9798,10.788,0.5101,88.0157,112.998,0,1960703.7765323457,35,2,2020-07-16
11.25,12.6385,221.42122,294.123,0.35123,36.652,NA,11.9383,11.032,0.4683,88.96,112.445,0,1960420.304584233,36,2,2020-07-16
2.75,21.0542,286.606425,311.126,1.125,77.42,NA,9.2402,2.696,1.2187,73.7975,103.585,0,2265844.131464703,2,3,2020-07-16
3,21.0283,280.625461,304.805,1.0235,82.92,NA,9.2198,2.942,1.1326,75.3314,103.251,0,2149749.431766273,3,3,2020-07-16
3.25,20.9964,277.567933,301.754,0.87729,83.836,NA,9.1822,3.187,1.0915,76.1375,102.803,0,2094017.7539427632,4,3,2020-07-16
3.5,20.9571,277.18632,301.532,0.86693,72.287,NA,9.2127,3.433,0.9859,78.1488,103.177,0,2091356.1860639232,5,3,2020-07-16
3.75,20.9436,277.114904,301.504,0.86503,69.278,NA,9.2166,3.678,0.9353,79.1687,103.079,0,2091595.8572139684,6,3,2020-07-16
4,20.9346,277.217434,301.699,0.78017,70.251,NA,9.1967,3.923,0.9336,79.1233,102.807,0,2094664.1377358877,7,3,2020-07-16
4.25,20.9223,277.468179,302.076,0.80013,71.517,NA,9.1573,4.168,0.8973,79.9874,102.344,0,2101011.6477973214,8,3,2020-07-16
4.5,20.8997,278.159747,302.974,0.75983,68.798,NA,9.1253,4.413,0.8876,80.0988,102.008,0,2117217.9291754486,9,3,2020-07-16
4.75,20.8897,278.350776,303.13,0.77849,63.664,NA,9.1278,4.659,0.8752,80.3499,101.921,0,2122169.023202892,10,3,2020-07-16
5,20.8762,280.48163,305.574,0.75699,62.515,NA,9.0856,4.903,0.8689,80.4604,101.477,0,2165766.214388988,11,3,2020-07-16
5.25,20.8462,281.437403,306.851,0.79376,59.616,NA,9.0425,5.148,0.872,80.4204,100.514,0,2188518.1731673484,12,3,2020-07-16
5.5,20.8269,281.613045,307.09,0.83705,54.254,NA,8.9214,5.394,0.8757,80.3424,98.402,0,2194458.9277910325,13,3,2020-07-16
5.75,20.7962,284.369771,310.471,0.83693,53.038,NA,8.7794,5.639,0.888,80.0885,96.871,0,2253952.2139895107,14,3,2020-07-16
6,20.6772,288.95848,315.636,0.70196,48.009,NA,8.8257,5.885,0.9259,79.3395,96.571,0,2364563.0882782554,15,3,2020-07-16
6.25,20.5954,300.588484,329.112,0.69249,45.498,NA,8.8046,6.129,0.9211,79.3761,96.345,0,2628669.611143261,16,3,2020-07-16
6.5,20.3655,301.63111,332.692,0.7736,44.457,NA,8.7802,6.374,0.989,78.0963,95.409,0,2687636.3323490596,17,3,2020-07-16
6.75,20.1366,301.286606,333.581,0.8007,40.888,NA,8.7305,6.619,1.0695,76.5553,93.994,0,2715653.167696263,18,3,2020-07-16
7,20.0524,303.219426,336.294,0.92017,37.199,NA,8.8723,6.864,1.0851,76.2632,95.3,0,2774103.823301956,19,3,2020-07-16
7.25,19.8666,305.379949,340.666,0.93131,32.654,NA,9.1927,7.111,1.1625,74.7534,94.516,0,2855855.208369942,20,3,2020-07-16
7.5,19.7079,307.400853,343.45,0.81624,30.466,NA,9.3495,7.355,1.1468,75.0649,97.193,0,2931650.4934994834,21,3,2020-07-16
7.75,19.573,305.268351,341.264,0.81043,28.017,NA,9.7011,7.599,1.1499,75.0476,99.446,0,2902695.121025817,22,3,2020-07-16
8,18.8915,299.041168,339.198,0.76188,24.691,NA,10.1775,7.847,1.1843,74.3681,101.259,0,2866426.0882396763,23,3,2020-07-16
8.25,18.5914,297.709378,339.203,0.81352,22.039,NA,10.9051,8.09,1.1715,74.483,109.514,0,2884903.758588379,24,3,2020-07-16
8.5,18.2921,293.132381,336.832,0.74845,19.414,NA,11.4977,8.336,1.1828,74.5171,116.443,0,2822659.0548051773,25,3,2020-07-16
8.75,17.4128,282.148743,330.971,0.6786,17.702,NA,11.0039,8.581,1.3142,72.0135,111.058,0,2698980.315087011,26,3,2020-07-16
9,16.9397,266.585775,313.761,0.94079,15.838,NA,10.4176,8.828,1.271,72.3911,104.916,0,2401833.270607692,27,3,2020-07-16
9.25,16.659300000000002,243.608469,290.432,0.73478,13.705,NA,10.732,9.07,1.3186,72.4421,108.232,0,1938900.8631259804,28,3,2020-07-16
9.5,15.9292,240.342051,293.543,0.63375,11.817,NA,10.9645,9.315,1.6093,66.7935,109.31,0,1959555.5285363686,29,3,2020-07-16
9.75,15.6061,242.927411,296.74,0.66079,10.675,NA,11.1052,9.56,1.6986,65.6861,108.052,0,2055253.8744182999,30,3,2020-07-16
10,14.9292,236.021367,294.2,0.70531,9.5649,NA,12.1554,9.806,1.1778,74.5075,114.663,0,1991777.4091762968,31,3,2020-07-16
10.25,13.2575,222.463979,291.833,0.67132,8.7914,NA,11.9225,10.054,1.1485,74.8708,112.5,0,1905250.5815940283,32,3,2020-07-16
10.5,12.9993,223.383272,294.146,0.30464,8.4124,NA,11.845,10.296,1.2036,74.4087,111.7,0,1958346.974231196,33,3,2020-07-16
10.75,13.0207,223.571472,294.651,0.37933,8.1006,NA,11.8914,10.542,1.0812,76.3552,112.19,0,1959837.948422161,34,3,2020-07-16
2.75,20.992,279.684041,303.996,0.57141,748.32,NA,9.2295,2.697,0.9064,79.7268,103.534,0,2135747.6274396996,2,4,2020-07-16
3,20.9891,279.998383,304.372,0.55582,649.06,NA,9.2236,2.942,0.9016,79.7905,103.457,0,2142265.8293696637,3,4,2020-07-16
3.25,20.9837,280.349827,304.818,0.65115,613.78,NA,9.2354,3.186,0.9092,79.6657,103.574,0,2149835.0591360475,4,4,2020-07-16
3.5,20.9714,280.534598,305.049,0.70008,588.52,NA,9.1916,3.434,0.9136,79.5831,103.071,0,2154992.292917645,5,4,2020-07-16
3.75,20.9611,281.267095,305.944,0.71973,550.16,NA,9.199,3.676,0.9215,79.4116,103.124,0,2170736.320593269,6,4,2020-07-16
4,20.9509,281.780981,306.578,0.71376,502.92,NA,9.1788,3.923,0.9272,79.3133,102.877,0,2182200.246046934,7,4,2020-07-16
4.25,20.9441,282.081341,306.958,0.89474,450.5,NA,9.1416,4.167,0.9307,79.2407,102.456,0,2189025.4840541226,8,4,2020-07-16
4.5,20.9336,282.938217,307.957,0.90333,398.28,NA,9.0867,4.413,0.9421,79.0135,101.84,0,2207450.416191056,9,4,2020-07-16
4.75,20.9257,284.672916,309.903,0.85597,371.71,NA,9.1242,4.659,0.9457,78.948,102.26,0,2243342.1300901454,10,4,2020-07-16
5,20.9108,286.829484,312.348,1.1494,362.75,NA,9.0985,4.903,0.9493,78.8699,101.959,0,2289139.9114720817,11,4,2020-07-16
5.25,20.909,286.334576,311.816,0.93962,313.47,NA,9.086,5.148,0.9686,78.4824,101.824,0,2279260.9178408356,12,4,2020-07-16
5.5,20.9111,286.640319,312.111,0.8597,291.02,NA,9.1011,5.395,0.9595,78.6803,101.993,0,2285230.6952794227,13,4,2020-07-16
5.75,20.9082,287.485179,313.082,0.88572,258.43,NA,9.1142,5.638,0.9622,78.6237,102.139,0,2302925.7919435683,14,4,2020-07-16
6,20.9047,287.208447,312.802,0.79537,251.74,NA,9.1389,5.884,0.9707,78.4443,102.414,0,2297707.83863438,15,4,2020-07-16
6.25,20.9054,288.057817,313.72,1.0592,218.75,NA,9.0563,6.13,0.9633,78.5979,101.485,0,2315078.4988183198,16,4,2020-07-16
6.5,20.9052,287.855034,313.501,0.99862,194.41,NA,9.0705,6.374,0.9731,78.4045,101.631,0,2310928.183729011,17,4,2020-07-16
6.75,20.906,288.008976,313.657,0.90481,179.13,NA,9.0397,6.619,0.9994,77.8961,101.258,0,2313991.7263971595,18,4,2020-07-16
7,20.9059,288.463492,314.156,0.88583,163.67,NA,8.994,6.863,1.0118,77.6495,100.736,0,2323380.036382427,19,4,2020-07-16
7.25,20.9018,290.424769,316.303,0.80349,142.02,NA,9.1007,7.111,1.0115,77.6613,101.143,0,2364656.567633743,20,4,2020-07-16
7.5,20.899,292.024037,318.06,0.7503,131.97,NA,9.2834,7.354,1.0107,77.6677,102.785,0,2398572.179933699,21,4,2020-07-16
7.75,20.8637,293.872714,320.157,0.94364,119.62,NA,9.4089,7.6,1.0232,77.425,102.185,0,2442649.2216387796,22,4,2020-07-16
8,20.7065,291.047548,317.646,0.74331,112.22,NA,9.9054,7.846,1.0181,77.5455,107.771,0,2404572.4333046554,23,4,2020-07-16
8.25,20.0739,277.781554,305.816,0.98129,92.049,NA,9.5393,8.091,1.0487,76.9534,102.323,0,2213138.9739383673,24,4,2020-07-16
8.5,19.8957,269.796824,300.387,0.77587,85.838,NA,9.7189,8.336,1.0447,77.024,103.83,0,2075068.4774468897,25,4,2020-07-16
8.75,19.4784,266.870673,302.168,0.85165,79.632,NA,9.819,8.578,1.07,76.47,103.433,0,2067796.312565665,26,4,2020-07-16
9,18.9824,270.734215,307.07,1.0292,70.135,NA,10.2593,8.826,1.0514,76.8877,108.776,0,2209258.281656729,27,4,2020-07-16
9.25,18.5067,270.362749,309.526,0.75759,67.983,NA,9.8907,9.071,0.9805,78.2601,102.094,0,2264730.3352233875,28,4,2020-07-16
9.5,18.2634,267.964764,309.706,0.67531,64.673,NA,10.1041,9.316,0.9821,78.3407,104.551,0,2246041.171921861,29,4,2020-07-16
9.75,17.8648,262.085892,307.162,0.72147,59.579,NA,10.5003,9.561,1.0329,77.2097,108.186,0,2173298.5696059437,30,4,2020-07-16
10,17.6006,258.317259,299.49,1.0286,51.014,NA,10.6411,9.807,1.1449,74.9511,103.328,0,2127758.166420214,31,4,2020-07-16
10.25,17.4494,254.523905,299.698,0.65963,47.108,NA,10.6175,10.051,1.1189,75.6129,104.354,0,2067381.9857506983,32,4,2020-07-16
10.5,16.7465,256.605309,306.052,0.73619,42.841,NA,11.4023,10.297,1.1012,75.9392,112.29,0,2203798.248419367,33,4,2020-07-16
10.75,16.5272,257.616812,310.073,0.54807,39.426,NA,11.4433,10.541,1.0819,76.2396,112.865,0,2256458.6753047286,34,4,2020-07-16
2.75,21.0732,305.220932,331.2,1.3166,274.2,NA,8.9874,2.696,1.1132,75.7127,100.949,0,2659600.1805429836,2,5,2020-07-16
3,21.0665,305.343811,331.392,1.5628,282.44,NA,8.9855,2.942,1.1163,75.6443,100.913,0,2663368.1253187573,3,5,2020-07-16
3.25,21.0604,305.539367,331.643,1.4014,267.33,NA,8.9784,3.188,1.1188,75.6123,100.815,0,2668675.244220624,4,5,2020-07-16
3.5,21.0531,305.668057,331.819,1.4841,215.73,NA,8.9686,3.431,1.1067,75.8261,100.682,0,2672675.565199971,5,5,2020-07-16
3.75,21.0445,305.936646,332.172,1.4307,200.58,NA,8.9699,3.678,1.0989,75.9813,100.675,0,2680020.2389164516,6,5,2020-07-16
4,21.0267,306.22632,332.65,1.4863,181.92,NA,8.9721,3.922,1.0987,75.9814,100.648,0,2689273.562525255,7,5,2020-07-16
4.25,21.0092,305.91692,332.414,1.4388,158.56,NA,8.9569,4.169,1.0889,76.165,100.46,0,2685010.3695393824,8,5,2020-07-16
4.5,21.0036,305.451284,331.958,1.4292,146.62,NA,8.9614,4.413,1.08,76.3398,100.507,0,2675408.012399177,9,5,2020-07-16
4.75,20.9914,304.956073,331.483,1.6425,126.47,NA,8.9708,4.658,1.0833,76.2883,100.604,0,2666171.6945021916,10,5,2020-07-16
5,20.982,304.170019,330.685,1.5113,116.1,NA,8.9759,4.903,1.0816,76.3088,100.657,0,2650022.930841233,11,5,2020-07-16
5.25,20.9696,303.658428,330.271,1.5941,105.16,NA,8.9751,5.148,1.0763,76.4048,100.649,0,2640493.4725949233,12,5,2020-07-16
5.5,20.9511,303.498064,330.226,1.5154,88.91,NA,8.9689,5.394,1.0653,76.6201,100.58,0,2639724.435617581,13,5,2020-07-16
5.75,20.9449,303.098943,329.809,1.5027,78.938,NA,8.9775,5.639,1.0389,77.1379,100.633,0,2631773.0053712092,14,5,2020-07-16
6,20.9422,302.744657,329.448,1.4596,75.155,NA,8.9832,5.885,1.03,77.2953,100.683,0,2624302.2318304135,15,5,2020-07-16
6.25,20.94,302.768253,329.491,1.5761,65.507,NA,8.9979,6.129,1.0355,77.1884,100.857,0,2625158.0767917205,16,5,2020-07-16
6.5,20.9378,302.586553,329.29,1.629,58.624,NA,8.9998,6.374,1.0369,77.1622,100.819,0,2621452.9816344385,17,5,2020-07-16
6.75,20.9347,301.900003,328.567,1.621,55.741,NA,9.008,6.619,1.0428,77.0531,100.916,0,2606698.453001891,18,5,2020-07-16
7,20.9269,300.787818,327.437,1.6332,51.021,NA,9.0233,6.864,1.0474,76.9584,101.081,0,2583312.097390259,19,5,2020-07-16
7.25,20.9179,301.36324,328.091,1.3489,42.422,NA,9.0043,7.111,1.0246,77.4153,100.857,0,2597341.748552962,20,5,2020-07-16
7.5,20.9185,300.360601,326.966,1.4448,38.76,NA,9.0212,7.356,1.0274,77.3569,101.028,0,2575159.9147295197,21,5,2020-07-16
7.75,20.9034,299.88532,326.619,1.4317,37.732,NA,9.0051,7.6,1.0303,77.3061,100.8,0,2566954.8536437363,22,5,2020-07-16
8,20.8857,299.753132,326.574,1.3115,35.959,NA,8.9914,7.846,1.0376,77.1391,100.317,0,2566666.35617892,23,5,2020-07-16
8.25,20.8801,299.59611,326.425,1.663,30.897,NA,8.9622,8.09,1.0343,77.2215,99.616,0,2564046.7384438417,24,5,2020-07-16
8.5,20.8694,299.442238,326.349,1.6939,28.248,NA,8.9128,8.335,1.0316,77.2688,98.63,0,2562248.7604358653,25,5,2020-07-16
8.75,20.8288,299.368081,326.438,1.4478,27.728,NA,8.8182,8.582,1.0043,77.8041,96.551,0,2566612.096387489,26,5,2020-07-16
9,20.7978,298.125223,325.166,1.2683,24.859,NA,8.7932,8.825,0.9818,78.1538,96.065,0,2543922.67326806,27,5,2020-07-16
9.25,20.5982,294.923712,322.983,1.3142,21.393,NA,8.9716,9.071,0.9587,78.7363,96.066,0,2503133.021992256,28,5,2020-07-16
9.5,20.4478,294.069757,323.385,1.1418,20.074,NA,9.0679,9.316,0.9469,78.8901,96.355,0,2506305.343385154,29,5,2020-07-16
9.75,20.3097,292.695052,322.978,1.0226,19.157,NA,9.1753,9.561,0.9184,79.5219,96.794,0,2496285.9259319706,30,5,2020-07-16
10,19.8837,290.421805,323.512,1.0823,16.733,NA,9.2316,9.807,0.854,80.7974,96.35,0,2508353.7878715424,31,5,2020-07-16
10.25,19.2946,285.752528,321.978,0.74123000000000006,13.905,NA,9.3232,10.052,0.8379,81.0899,97.031,0,2490943.9033317324,32,5,2020-07-16
10.5,19.0506,282.375688,320.729,0.83742,13.409,NA,9.2931,10.296,0.8297,81.2602,96.742,0,2451260.1331583704,33,5,2020-07-16
0.5,20.9261,278.485774,303.143,0.38412,1343.4,NA,9.3999,0.491,0.914,79.571,105.261,0,2120372.315569479,2,6,2020-07-16
0.75,20.9198,278.536901,303.196,0.41043,1860.5,NA,9.4204,0.736,0.9136,79.5795,105.559,0,2122138.9598592008,3,6,2020-07-16
1,20.8846,278.602543,303.635,0.34755,972.68,NA,9.4258,0.98,0.9155,79.5431,105.6,0,2127723.7764346427,4,6,2020-07-16
1.25,20.8772,278.564567,303.558,0.41422,1220.5,NA,9.4494,1.226,0.9132,79.5903,105.666,0,2127885.242068001,5,6,2020-07-16
1.5,20.8745,278.491885,303.537,0.4088,987.54,NA,9.4413,1.471,0.915,79.5517,105.499,0,2126791.5707063735,6,6,2020-07-16
